0,1
Tyler Perry,4.62
Matt Ross,4.62
Lee Unkrich,4.62
Steven Siegel,4.6
Ben Ripley,4.6
Kevin Williamson,4.58
Craig Mazin,4.58
Craig Brewer,4.58
Drew Goddard,4.58
Marti Leimbach,4.57
David O. Russell,4.57
Michael Brandt,4.57
Steve Kloves,4.56
Michael Crichton,4.56
Robert Clouse,4.54
Seth Rogen,4.54
Christopher Markus,4.53
Jemaine Clement,4.53
Oliver Butcher,4.52
Dale Launer,4.51
Robert Schenkkan,4.51
Ronald Bass,4.5
Rob McKittrick,4.5
Sam Harper,4.49
Jessica Sharzer,4.49
Tyler Burton Smith,4.49
Brian Kehoe,4.48
Craig Bolotin,4.47
Greg Glienna,4.47
Jake Wade Wall,4.47
Eileen Chang,4.47
Michael Butler,4.46
Kenny Kim,4.46
Ian Fleming,4.46
Nick Schenk,4.46
John W. Richardson,4.46
Martin Lawrence,4.45
Kristine Johnson,4.45
René Fauchois,4.44
William Olsen,4.43
Sheldon Lettich,4.43
Arleen Sorkin,4.43
Mike Bender,4.43
Jee-woon Kim,4.43
Rob Lieber,4.43
Dan Aykroyd,4.42
Josann McGibbon,4.42
David Berenbaum,4.41
Sergio G. Sánchez,4.4
J. Mills Goodloe,4.39
E.M. Forster,4.36
John Cleese,4.36
Tai-lee Chan,4.36
Tony Leondis,4.36
Mark Handley,4.35
Michael Cunningham,4.35
Mark Romanek,4.35
Kevin Grevioux,4.35
Michele Mulroney,4.35
Ike Barinholtz,4.34
Giovanni Arpino,4.33
Joe Harris,4.32
Derek Kolstad,4.32
Carlton Cuse,4.31
Victor Salva,4.3
Jared Bush,4.3
Jessica Bendinger,4.29
Jean-Christophe Grangé,4.29
Paul Greengrass,4.29
Larry Beinhart,4.28
Lynne Ramsay,4.28
Juel Taylor,4.28
Luigi Cozzi,4.27
Tom Wheeler,4.27
Leo Benvenuti,4.26
Amanda Brody,4.26
James Lapine,4.26
Ed Boon,4.25
Ari Schlossberg,4.25
Tom Clancy,4.24
Tom Schulman,4.23
John Singleton,4.22
Peter Baynham,4.22
Robert Siegel,4.21
Chris Terrio,4.21
Ed Solomon,4.21
Dean Pitchford,4.2
Gary Ross,4.2
Ted Elliott,4.2
Joshua Marston,4.2
Vy Vincent Ngo,4.2
Jeph Loeb,4.19
Jonathan Nolan,4.19
Sebastian Gutierrez,4.18
Mark Fergus,4.18
Dean DeBlois,4.18
Dan Hageman,4.18
Tobias Lindholm,4.17
Emily Halpern,4.16
Stu Silver,4.14
Adam Simon,4.14
Matt Charman,4.14
Tommy Lee Wallace,4.13
Whitney Otto,4.12
Aimee Lagos,4.12
Tim Burton,4.11
David Ayer,4.11
Chris Morgan,4.1
Jonathan Aibel,4.1
Todd Casey,4.1
Terry Hayes,4.09
Tim Herlihy,4.08
Neal Purvis,4.08
Alfonso Cuarón,4.08
Phil Lord,4.08
Michael Bacall,4.08
Susan Sandler,4.07
Mark Brown,4.07
Michael D. Weiss,4.07
Abby Kohn,4.06
Jim Davis,4.06
Peter A. Dowling,4.06
Stefani Warren,4.05
Sam Mendes,4.05
George Langelaan,4.04
John Fasano,4.04
Leslye Headland,4.04
Jonathan Penner,4.04
Ernest R. Dickerson,4.03
Markus Zusak,4.03
Amy Schumer,4.02
Graham Yost,4.0
Lois Duncan,4.0
Byron Willinger,4.0
Guillermo Arriaga,3.99
Jordan Roberts,3.99
David Shaber,3.98
Josh Goldsmith,3.98
David Webb Peoples,3.97
Ian McEwan,3.97
Robert Duvall,3.97
Silvio Horta,3.97
Nick Antosca,3.97
Ernest Riera,3.97
Robert Harling,3.96
J. David Stem,3.96
David Nicholls,3.96
Bob Kane,3.95
Tom DeSanto,3.95
Trey Edward Shults,3.95
Gillian Flynn,3.93
Lawrence Lasker,3.92
Paul W.S. Anderson,3.92
Aline Brosh McKenna,3.92
Scott Silver,3.91
Becky Albertalli,3.9
Stan Lee,3.89
Chris Sanders,3.88
Cyril Hume,3.87
Neill Blomkamp,3.87
Miklós László,3.86
Greg DePaul,3.85
Scott Cooper,3.84
Larry DiTillio,3.83
Jane Austen,3.83
Steve MacManus,3.82
Christina Crawford,3.81
Vanessa Taylor,3.81
Theodore Melfi,3.81
Laurence Dworet,3.8
Patrick Marber,3.8
Barry L. Levy,3.8
Walter Tevis,3.79
John Shirley,3.79
Emma Thompson,3.79
Christopher L. Yost,3.79
Dean Craig,3.77
Todd Farmer,3.77
Mark Verheiden,3.76
Lorenzo Carcaterra,3.76
Harris Goldberg,3.76
John Phillips,3.76
Pat Casey,3.76
Eric Warren Singer,3.75
Chris Columbus,3.73
Zack Snyder,3.73
Will Fetters,3.73
Parnell Hall,3.72
Dan Scanlon,3.72
Charles Addams,3.71
Mark Twain,3.71
